,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
7552,7553,10032,1181,1174,3,"Excellent service, will ride again.",2022-09-09 08:11:54
7554,7555,10033,969,1369,4,"Great driver, very professional!",2022-03-14 17:56:46
7556,7557,10034,564,1369,2,"Great driver, very professional!",2022-09-14 16:06:27
7557,7558,10038,1564,1369,2,"Smooth ride, on time.",2022-06-15 20:24:43
7559,7560,10039,1548,1369,5,"Excellent service, will ride again.",2024-04-30 11:55:32
7570,7571,10061,1077,867,4,"Great rider, very polite.",2024-05-31 11:38:02
7571,7572,10063,1077,2,5,Fast and safe driver.,2023-04-17 08:11:14
7573,7574,10065,1077,1400,5,Loved the music selection!,2022-08-31 09:38:11
7575,7576,10068,1077,1981,3,Got there safely.,2022-06-10 00:31:16
7576,7577,10069,1814,1077,3,Super friendly and helpful.,2022-03-27 19:59:40
7577,7578,10070,1077,647,4,"Perfect trip, no issues.",2024-01-07 11:51:59
7579,7580,10078,997,1077,4,"Smooth ride, on time.",2024-01-01 23:05:52
7581,7582,10083,1077,430,5,Fast and safe driver.,2023-11-13 04:21:42
7582,7583,10083,430,1077,2,Super friendly and helpful.,2023-11-13 05:44:42
7583,7584,10085,1077,1472,5,"Perfect trip, no issues.",2022-09-16 09:50:30
7587,7588,10090,1286,1077,3,"Great driver, very professional!",2022-04-04 00:56:51
7588,7589,10092,1077,941,4,"5 stars, highly recommend!",2022-02-24 07:23:08
7591,7592,10094,1286,1077,3,"Smooth ride, on time.",2023-12-25 13:31:37
7592,7593,10095,1077,1099,4,"Easy pickup, no problems.",2023-11-09 21:04:39
7594,7595,10098,1077,1853,3,Average experience.,2022-08-03 17:32:59
7595,7596,10100,1739,1077,3,"Excellent service, will ride again.",2022-01-14 14:35:10
7598,7599,10103,1077,1131,4,Car was spotless.,2023-02-01 23:24:06
7600,7601,10107,1077,1830,3,Nothing to complain about.,2023-05-14 09:22:28
7601,7602,10107,1830,1077,3,"Great driver, very professional!",2023-05-14 09:00:28
7607,7608,10119,1077,2,5,Very courteous driver.,2022-10-30 18:32:37
7608,7609,10120,1077,1170,4,"Excellent service, will ride again.",2023-10-11 02:20:43
7609,7610,10121,248,1077,3,"Excellent service, will ride again.",2022-11-19 23:43:37
7611,7612,10125,1292,389,3,"OK trip, nothing special.",2023-09-14 03:20:43
7612,7613,10125,389,1292,5,Super friendly and helpful.,2023-09-14 05:08:43
7614,7615,10129,1217,1105,5,Super friendly and helpful.,2024-02-20 02:18:45
7615,7616,10129,1105,1217,4,"Excellent service, will ride again.",2024-02-20 02:05:45
7616,7617,10131,826,146,4,"Easy pickup, no problems.",2023-10-29 11:59:51
7619,7620,10133,1916,1981,4,"Easy pickup, no problems.",2024-04-23 15:05:29
7620,7621,10134,1916,1302,5,Loved the music selection!,2024-01-18 16:24:55
7622,7623,10138,1607,1916,4,Super friendly and helpful.,2023-02-18 04:39:06
7623,7624,10140,1916,645,5,"Perfect trip, no issues.",2022-08-29 07:28:01
7624,7625,10142,1916,1427,3,Nothing to complain about.,2022-10-22 06:45:48
7627,7628,10149,1916,1492,5,"Great driver, very professional!",2024-05-05 05:41:24
7630,7631,10153,861,1826,4,Car was spotless.,2023-08-17 08:00:06
7631,7632,10156,757,920,3,"OK trip, nothing special.",2023-09-19 22:18:19
7633,7634,10159,1937,757,3,"Great driver, very professional!",2024-04-08 10:11:40
7635,7636,10164,950,52,5,"Perfect trip, no issues.",2023-01-27 20:59:19
7636,7637,10167,1562,950,3,"Great driver, very professional!",2023-06-28 02:43:09
7637,7638,10168,950,1438,3,Fine driver.,2022-07-16 17:17:49
7638,7639,10168,1438,950,3,Very clean car.,2022-07-16 17:02:49
7639,7640,10169,950,1310,3,Got there safely.,2023-01-04 06:23:21
7641,7642,10173,950,1040,4,"Smooth ride, on time.",2024-06-26 20:05:27
7642,7643,10175,950,759,3,Nothing to complain about.,2024-06-08 08:47:38
7643,7644,10175,759,950,3,Super friendly and helpful.,2024-06-08 09:42:38
7648,7649,10180,224,904,3,"Smooth ride, on time.",2022-01-27 14:28:29
7649,7650,10181,1437,904,1,"Smooth ride, on time.",2023-11-15 07:46:02
7650,7651,10182,472,904,4,Super friendly and helpful.,2023-05-21 23:33:47
7651,7652,10183,477,904,3,"Excellent service, will ride again.",2022-12-08 18:22:23
7652,7653,10184,904,14,3,Trip was okay.,2023-11-14 05:24:33
7653,7654,10185,1981,904,3,"Great driver, very professional!",2022-04-12 20:31:33
7655,7656,10189,1693,904,4,"Great driver, very professional!",2023-09-26 22:16:58
7657,7658,10190,643,904,4,Super friendly and helpful.,2022-09-02 03:57:15
7658,7659,10191,461,904,4,Super friendly and helpful.,2023-02-19 11:19:37
7659,7660,10192,904,1352,3,Fine driver.,2024-01-26 09:04:48
7660,7661,10193,293,904,4,"Smooth ride, on time.",2022-04-16 08:55:28
7661,7662,10194,904,1640,4,"Quick and efficient, thanks!",2024-03-19 12:17:43
7662,7663,10197,904,891,4,"Great driver, very professional!",2023-04-21 06:33:04
7663,7664,10197,891,904,2,"Great driver, very professional!",2023-04-21 08:33:04
7664,7665,10199,1550,121,3,Fine driver.,2022-10-27 18:30:08
7665,7666,10202,63,450,3,Average experience.,2023-10-29 06:25:04
7667,7668,10205,1397,1398,3,"Excellent service, will ride again.",2023-02-19 09:51:56
7668,7669,10211,1398,664,3,Got there safely.,2023-03-31 03:54:46
7669,7670,10212,1605,1398,4,"Smooth ride, on time.",2023-04-20 23:58:11
7670,7671,10214,1371,1398,4,"Smooth ride, on time.",2023-12-25 22:42:05
7676,7677,10221,1035,1398,3,"Excellent service, will ride again.",2024-03-18 13:00:12
7677,7678,10222,1398,1210,3,Nothing to complain about.,2022-02-03 14:26:11
7679,7680,10226,1398,1869,3,Average experience.,2023-05-10 18:28:40
7680,7681,10227,1398,1026,5,Fast and safe driver.,2023-04-17 20:59:18
7681,7682,10228,1398,1477,4,"Excellent service, will ride again.",2022-08-10 13:10:33
7683,7684,10230,834,1398,3,Super friendly and helpful.,2022-04-12 22:37:45
7684,7685,10236,1398,1248,4,Fast and safe driver.,2022-05-20 21:05:18
7685,7686,10239,763,585,5,"Easy pickup, no problems.",2022-04-06 17:17:47
7686,7687,10242,763,1653,3,Trip was okay.,2023-11-04 19:34:37
7689,7690,10248,147,605,3,"Great driver, very professional!",2023-09-13 07:43:10
7690,7691,10250,52,605,3,"Excellent service, will ride again.",2023-12-21 01:58:06
7691,7692,10251,1653,605,4,Very clean car.,2023-04-05 21:23:59
7693,7694,10253,605,1653,3,"OK trip, nothing special.",2023-08-03 08:42:00
7697,7698,10258,605,430,4,"Quick and efficient, thanks!",2023-12-27 12:02:00
7699,7700,10260,164,605,3,"Great driver, very professional!",2023-07-14 10:54:47
7700,7701,10261,605,1947,4,Very courteous driver.,2024-02-11 03:22:28
7703,7704,10263,605,1343,5,"Quick and efficient, thanks!",2023-07-23 18:55:45
7704,7705,10264,605,1984,3,Acceptable ride.,2022-03-18 11:09:07
7705,7706,10264,1984,605,3,"Excellent service, will ride again.",2022-03-18 11:12:07
7706,7707,10267,605,1227,4,"Great rider, very polite.",2024-05-03 22:32:08
7707,7708,10269,605,1352,5,Super friendly and helpful.,2023-03-05 01:20:01
7708,7709,10269,1352,605,4,"Great driver, very professional!",2023-03-05 01:42:01
7709,7710,10270,605,1547,4,"Great driver, very professional!",2022-11-24 14:25:25
7714,7715,10284,605,351,5,"Great driver, very professional!",2023-05-04 07:01:12
7715,7716,10287,605,136,3,Got there safely.,2022-04-04 12:56:40
7719,7720,10292,605,585,4,"Quick and efficient, thanks!",2023-12-29 14:08:54
7720,7721,10292,585,605,2,"Smooth ride, on time.",2023-12-29 15:19:54
7721,7722,10295,643,605,4,"Smooth ride, on time.",2023-04-25 19:18:42
7722,7723,10296,605,1403,2,Rough driving.,2023-09-20 20:20:19
7723,7724,10297,605,44,4,"Smooth ride, on time.",2023-07-30 12:07:03
7724,7725,10297,44,605,3,"Great driver, very professional!",2023-07-30 12:15:03
7726,7727,10299,571,605,3,Very clean car.,2022-01-08 12:26:27
7728,7729,10300,929,605,3,Very clean car.,2023-09-11 16:07:33
7731,7732,10302,448,605,5,"Smooth ride, on time.",2023-06-21 00:08:01
7733,7734,10304,605,1091,5,"5 stars, highly recommend!",2023-06-06 18:39:43
7734,7735,10305,605,1394,4,"Great driver, very professional!",2023-09-29 20:53:03
7736,7737,10307,1975,605,3,Super friendly and helpful.,2023-08-14 19:14:40
7737,7738,10309,338,605,3,"Smooth ride, on time.",2024-06-16 10:29:04
7739,7740,10311,605,1450,4,"Quick and efficient, thanks!",2023-12-30 07:35:01
7740,7741,10313,605,1243,3,Nothing to complain about.,2024-01-20 04:03:42
7741,7742,10313,1243,605,5,"Excellent service, will ride again.",2024-01-20 03:35:42
7742,7743,10314,605,1790,4,"Excellent service, will ride again.",2023-11-07 04:58:55
7745,7746,10317,194,605,4,Super friendly and helpful.,2023-01-24 11:00:00
7746,7747,10318,602,605,4,"Great driver, very professional!",2022-03-14 01:58:10
7747,7748,10319,605,1853,4,Very comfortable ride.,2023-06-08 04:20:40
7748,7749,10319,1853,605,3,"Great driver, very professional!",2023-06-08 04:03:40
7750,7751,10322,605,450,3,"OK trip, nothing special.",2022-06-14 04:46:09
7752,7753,10323,932,605,4,"Excellent service, will ride again.",2024-06-17 02:03:16
7755,7756,10325,319,605,4,"Excellent service, will ride again.",2022-08-27 23:32:32
7756,7757,10326,44,605,4,"Great driver, very professional!",2022-01-06 17:57:15
7757,7758,10327,605,728,3,Average experience.,2022-12-21 14:10:39
7758,7759,10330,605,1482,4,"Great rider, very polite.",2022-04-11 05:49:12
7759,7760,10332,1830,605,3,"Smooth ride, on time.",2023-09-23 20:59:09
7760,7761,10333,605,1548,3,Decent experience.,2023-10-24 12:51:40
7761,7762,10335,605,1781,3,Fine driver.,2022-06-29 02:46:52
7762,7763,10336,605,1713,3,Got there safely.,2023-08-29 13:24:01
7763,7764,10337,605,1281,5,"Great driver, very professional!",2022-04-19 02:00:06
7768,7769,10342,171,825,4,Car was spotless.,2022-02-23 10:26:39
7769,7770,10342,825,171,3,"Excellent service, will ride again.",2022-02-23 10:25:39
7770,7771,10345,171,1479,5,Very comfortable ride.,2024-02-15 02:30:55
7771,7772,10347,1649,171,4,Super friendly and helpful.,2022-12-24 04:05:43
7774,7775,10351,171,1187,3,Fine driver.,2022-01-20 02:46:05
7776,7777,10354,171,544,3,Fine driver.,2022-05-09 07:44:36
7779,7780,10360,252,40,3,Got there safely.,2023-06-24 03:45:02
7780,7781,10361,24,252,3,"Excellent service, will ride again.",2024-01-08 13:40:19
7782,7783,10367,252,868,4,"Smooth ride, on time.",2024-06-22 13:04:40
7785,7786,10369,585,252,4,"Excellent service, will ride again.",2023-10-25 16:35:47
7787,7788,10371,104,252,3,"Smooth ride, on time.",2022-07-27 12:11:28
7790,7791,10376,252,1558,2,Rough driving.,2023-08-05 15:47:23
7791,7792,10377,252,570,5,"Great driver, very professional!",2022-04-27 20:35:51
7792,7793,10377,570,252,3,Very clean car.,2022-04-27 21:00:51
7794,7795,10380,252,224,3,Decent experience.,2024-02-22 03:00:46
7797,7798,10386,252,1532,4,"Easy pickup, no problems.",2023-02-10 13:35:17
7798,7799,10387,252,1548,4,"Great driver, very professional!",2022-03-11 06:57:28
7799,7800,10388,252,1825,3,Acceptable ride.,2023-04-07 15:08:40
7800,7801,10389,252,1343,4,"Smooth ride, on time.",2024-05-15 18:21:39
7802,7803,10390,1509,252,4,Super friendly and helpful.,2023-08-03 23:06:43
7804,7805,10391,1776,252,4,Very clean car.,2022-04-16 09:33:38
7806,7807,10394,252,825,4,Very comfortable ride.,2022-10-20 06:27:19
7807,7808,10396,5,252,2,"Excellent service, will ride again.",2023-12-10 23:15:24
7809,7810,10397,351,252,3,"Excellent service, will ride again.",2023-05-11 19:50:50
7811,7812,10401,1336,252,3,"Great driver, very professional!",2022-12-11 22:52:32
7813,7814,10403,252,65,5,Car was spotless.,2022-08-08 07:21:57
7814,7815,10404,252,1764,4,Car was spotless.,2022-01-13 19:50:02
7815,7816,10404,1764,252,3,"Excellent service, will ride again.",2022-01-13 21:44:02
7816,7817,10407,252,1104,4,Super friendly and helpful.,2022-02-21 07:26:30
7819,7820,10411,693,1421,5,"Excellent service, will ride again.",2022-10-01 18:23:37
7820,7821,10412,1421,748,5,"Easy pickup, no problems.",2023-12-30 11:03:03
7821,7822,10412,748,1421,3,Very clean car.,2023-12-30 12:18:03
7822,7823,10415,1421,334,4,"Great rider, very polite.",2022-11-08 12:15:02
7823,7824,10416,1421,1206,5,"Great rider, very polite.",2023-12-28 08:50:39
7824,7825,10416,1206,1421,2,"Excellent service, will ride again.",2023-12-28 08:26:39
7825,7826,10417,1421,1198,5,"5 stars, highly recommend!",2023-09-25 14:54:14
7826,7827,10418,1421,207,3,Decent experience.,2022-10-09 17:47:12
7827,7828,10418,207,1421,3,"Great driver, very professional!",2022-10-09 18:36:12
7828,7829,10420,1955,1421,3,"Great driver, very professional!",2023-08-08 15:42:10
7829,7830,10422,1956,1421,3,Super friendly and helpful.,2024-05-06 21:51:31
7830,7831,10423,1421,1948,4,"Great rider, very polite.",2024-02-23 07:51:06
7833,7834,10428,1421,477,4,Very comfortable ride.,2024-02-01 12:14:29
7834,7835,10429,1421,1105,5,Very clean car.,2023-01-20 21:56:27
7836,7837,10432,1237,978,2,"Great driver, very professional!",2022-01-23 00:45:11
7837,7838,10433,978,878,5,Very clean car.,2022-09-04 01:17:38
7838,7839,10435,978,693,4,Loved the music selection!,2022-01-09 17:17:06
7839,7840,10435,693,978,4,Very clean car.,2022-01-09 18:40:06
7841,7842,10439,131,638,3,"Smooth ride, on time.",2022-04-09 07:33:26
7843,7844,10441,638,89,2,Not very clean.,2023-05-20 05:36:40
7845,7846,10443,866,638,3,"Excellent service, will ride again.",2022-01-18 02:55:28
7848,7849,10446,5,638,2,Super friendly and helpful.,2023-07-10 03:50:31
7849,7850,10448,638,1548,3,Trip was okay.,2024-01-04 07:18:23
7851,7852,10452,1030,56,3,"Excellent service, will ride again.",2023-06-18 10:57:59
7853,7854,10455,56,502,3,"OK trip, nothing special.",2024-02-05 12:53:17
7856,7857,10459,56,485,5,Very courteous driver.,2023-07-30 10:34:35
7857,7858,10459,485,56,4,"Great driver, very professional!",2023-07-30 10:31:35
7858,7859,10461,56,1956,5,Fast and safe driver.,2024-02-15 14:02:44
7861,7862,10467,56,62,3,Average experience.,2023-10-07 19:38:50
7862,7863,10468,56,1947,4,"5 stars, highly recommend!",2022-03-01 00:58:14
7864,7865,10476,56,502,3,Acceptable ride.,2023-05-13 17:20:50
7866,7867,10479,56,1569,4,"Quick and efficient, thanks!",2024-02-17 21:53:32
7867,7868,10479,1569,56,2,Super friendly and helpful.,2024-02-17 23:19:32
7870,7871,10481,571,56,4,"Great driver, very professional!",2022-06-01 14:54:48
7871,7872,10483,56,1131,5,"5 stars, highly recommend!",2023-07-17 09:05:54
7876,7877,10493,1221,56,3,"Great driver, very professional!",2023-10-30 12:13:07
7877,7878,10497,56,1030,5,"Quick and efficient, thanks!",2023-01-06 07:56:37
7878,7879,10497,1030,56,4,"Great driver, very professional!",2023-01-06 09:58:37
7880,7881,10498,1198,56,3,"Excellent service, will ride again.",2022-07-22 14:43:01
7881,7882,10500,1162,56,4,"Smooth ride, on time.",2023-09-22 06:08:54
7883,7884,10503,56,1955,5,Very clean car.,2023-03-24 11:07:22
7884,7885,10505,56,286,5,Loved the music selection!,2023-08-25 02:32:06
7885,7886,10507,56,225,3,Acceptable ride.,2022-09-28 22:25:27
7886,7887,10508,56,553,5,"Excellent service, will ride again.",2024-01-26 18:51:35
7887,7888,10509,56,1575,4,"Great rider, very polite.",2024-04-20 18:06:24
7888,7889,10510,56,1526,4,"Great rider, very polite.",2022-12-16 19:58:24
7889,7890,10510,1526,56,4,"Smooth ride, on time.",2022-12-16 20:38:24
7890,7891,10511,56,1331,5,Fast and safe driver.,2024-02-13 06:22:54
7891,7892,10512,56,97,4,Super friendly and helpful.,2022-08-21 04:40:48
7894,7895,10520,56,778,4,Super friendly and helpful.,2022-01-08 20:45:15
7895,7896,10520,778,56,3,Very clean car.,2022-01-08 22:26:15
7898,7899,10526,56,1288,4,Fast and safe driver.,2022-12-04 22:03:07
7902,7903,10528,564,56,3,Very clean car.,2022-09-11 03:07:45
7904,7905,10530,56,1937,4,Car was spotless.,2023-08-14 19:11:19
7906,7907,10532,389,56,5,"Smooth ride, on time.",2023-10-06 02:41:50
7908,7909,10535,1575,56,3,"Smooth ride, on time.",2022-08-29 00:48:45
7909,7910,10538,118,56,2,"Excellent service, will ride again.",2024-03-02 09:41:07
7912,7913,10540,878,56,4,Super friendly and helpful.,2022-01-25 02:47:18
7916,7917,10547,56,593,4,"Great rider, very polite.",2022-01-16 23:45:14
7918,7919,10548,56,825,4,"Smooth ride, on time.",2023-04-26 05:18:12
7919,7920,10550,408,56,4,"Excellent service, will ride again.",2024-04-30 04:23:53
7920,7921,10551,56,1100,4,"Excellent service, will ride again.",2023-08-24 15:18:14
7921,7922,10551,1100,56,4,"Smooth ride, on time.",2023-08-24 16:44:14
7922,7923,10552,494,56,3,"Excellent service, will ride again.",2023-12-05 16:20:23
7923,7924,10553,56,229,4,"5 stars, highly recommend!",2024-01-15 20:36:21
7924,7925,10554,1873,515,5,"Great driver, very professional!",2023-10-20 06:45:35
7925,7926,10554,515,1873,3,"Excellent service, will ride again.",2023-10-20 06:55:35
7926,7927,10555,1873,1724,4,"Great driver, very professional!",2022-03-13 23:14:18
7927,7928,10559,1873,142,4,Fast and safe driver.,2023-12-29 12:18:22
7928,7929,10559,142,1873,3,"Excellent service, will ride again.",2023-12-29 13:11:22
7930,7931,10561,1873,44,5,"5 stars, highly recommend!",2022-11-05 12:11:30
7931,7932,10563,1873,146,4,"Perfect trip, no issues.",2023-06-19 03:41:08
7932,7933,10564,1873,1198,5,"Perfect trip, no issues.",2022-09-20 12:49:10
7933,7934,10565,1302,1873,4,Very clean car.,2022-04-27 13:27:43
7935,7936,10570,1105,41,3,Super friendly and helpful.,2022-11-16 17:14:49
7937,7938,10572,41,1134,3,Trip was okay.,2024-04-12 20:19:53
7940,7941,10575,41,118,3,Average experience.,2023-07-26 18:41:40
7943,7944,10578,1881,41,5,"Excellent service, will ride again.",2023-02-01 09:24:17
7944,7945,10580,41,1794,3,Average experience.,2022-05-19 02:07:43
7945,7946,10581,41,1141,4,"Great rider, very polite.",2023-07-05 05:38:08
7946,7947,10582,41,860,4,"Perfect trip, no issues.",2022-10-29 08:44:45
7948,7949,10583,339,41,2,"Excellent service, will ride again.",2022-04-30 16:13:51
7949,7950,10585,41,66,4,Car was spotless.,2024-06-17 11:31:08
7951,7952,10587,1403,41,2,Super friendly and helpful.,2023-07-03 13:58:46
7952,7953,10588,41,742,4,"Easy pickup, no problems.",2023-06-27 14:25:13
7953,7954,10589,235,41,4,"Smooth ride, on time.",2023-05-03 08:27:44
7955,7956,10592,1026,41,3,Super friendly and helpful.,2023-08-01 02:16:43
7956,7957,10593,41,883,5,"Quick and efficient, thanks!",2022-07-07 22:58:28
7957,7958,10593,883,41,4,"Excellent service, will ride again.",2022-07-07 23:47:28
7959,7960,10598,41,549,4,"Smooth ride, on time.",2022-05-17 18:34:03
7960,7961,10599,1776,41,4,"Smooth ride, on time.",2024-03-14 19:41:00
7961,7962,10602,190,41,3,"Excellent service, will ride again.",2024-01-07 12:51:00
7962,7963,10603,1104,41,4,Super friendly and helpful.,2023-04-06 06:48:12
7964,7965,10606,41,1947,4,"Great rider, very polite.",2023-10-16 02:16:31
7965,7966,10606,1947,41,3,Very clean car.,2023-10-16 04:52:31
7966,7967,10609,41,1356,4,Loved the music selection!,2022-04-03 05:53:41
7968,7969,10612,41,1764,4,"Great driver, very professional!",2022-01-18 10:48:53
7970,7971,10613,41,162,5,"5 stars, highly recommend!",2023-02-03 03:13:57
7972,7973,10619,41,818,5,Super friendly and helpful.,2023-01-04 08:36:32
7973,7974,10620,41,1775,4,Very courteous driver.,2022-01-08 04:17:36
7975,7976,10622,502,41,2,"Smooth ride, on time.",2023-07-30 16:31:35
7976,7977,10625,1547,41,4,"Great driver, very professional!",2022-08-26 10:26:14
7977,7978,10626,41,564,5,Super friendly and helpful.,2024-02-19 23:19:45
7981,7982,10632,41,1814,4,"Easy pickup, no problems.",2022-02-03 10:52:47
7982,7983,10633,41,778,3,Got there safely.,2023-04-22 18:12:15
7983,7984,10633,778,41,4,"Excellent service, will ride again.",2023-04-22 19:23:15
7987,7988,10636,452,41,4,Super friendly and helpful.,2022-09-25 06:45:36
7988,7989,10640,1865,41,4,"Excellent service, will ride again.",2022-06-14 12:03:10
7989,7990,10643,41,1288,4,Car was spotless.,2023-12-02 14:05:03
7990,7991,10645,41,957,3,Average experience.,2023-01-17 11:03:26
